step,vehicle_total_stopped,vehicle_total_waiting_time,vehicle_average_waiting_time,pedestrian_total_stopped,pedestrian_total_waiting_time,pedestrian_average_waiting_time
3395,2,5.0,2.5,5,57.0,11.4
3400,1,9.0,9.0,3,60.0,20.0
3405,1,0.0,0.0,3,70.0,23.333333333333332
3410,0,0.0,0,2,80.0,40.0
3415,0,0.0,0,3,90.0,30.0
3420,1,4.0,4.0,4,102.0,25.5
3425,1,0.0,0.0,2,3.0,1.5
3430,0,0.0,0,5,8.0,1.6
3435,1,5.0,5.0,6,16.0,2.6666666666666665
3440,1,3.0,3.0,8,37.0,4.625
3445,2,8.0,4.0,8,66.0,8.25
3450,2,17.0,8.5,9,101.0,11.222222222222221
3455,2,27.0,13.5,10,142.0,14.2
3460,1,1.0,1.0,8,146.0,18.25
3465,2,6.0,3.0,8,83.0,10.375
3470,0,0.0,0,11,113.0,10.272727272727273
3475,0,0.0,0,11,148.0,13.454545454545455
3480,2,6.0,3.0,12,191.0,15.916666666666666
3485,3,9.0,3.0,13,241.0,18.53846153846154
3490,1,2.0,2.0,9,225.0,25.0
3495,3,11.0,3.6666666666666665,16,272.0,17.0
3500,0,0.0,0,13,328.0,25.23076923076923
3505,2,2.0,1.0,14,391.0,27.928571428571427
3510,2,5.0,2.5,15,459.0,30.6
3515,2,14.0,7.0,13,505.0,38.84615384615385
3520,0,0.0,0,17,570.0,33.529411764705884
3525,2,2.0,1.0,16,640.0,40.0
3530,2,3.0,1.5,14,670.0,47.857142857142854
3535,1,3.0,3.0,16,651.0,40.6875
3540,2,4.0,2.0,15,715.0,47.666666666666664
3545,2,5.0,2.5,15,781.0,52.06666666666667
3550,1,10.0,10.0,15,856.0,57.06666666666667
3555,1,1.0,1.0,13,638.0,49.07692307692308
3560,2,6.0,3.0,18,681.0,37.833333333333336
3565,1,0.0,0.0,16,738.0,46.125
3570,0,0.0,0,14,804.0,57.42857142857143
3575,1,5.0,5.0,16,875.0,54.6875
3580,1,10.0,10.0,17,954.0,56.11764705882353
3585,1,0.0,0.0,18,1034.0,57.44444444444444
3590,0,0.0,0,18,1089.0,60.5
3595,0,0.0,0,21,1179.0,56.142857142857146
3600,0,0.0,0,0,0,0
